"quarter","Ticker","Name","Industry","buy/sell(mil shares)","percent"
"4Q22","CGEM","Cullinan Oncology Inc","Health Care",-0.4,-0.9
"4Q22","TITN","Titan Machinery Inc","Industrials",-0.2,-0.9
"4Q22","AGM","Federal Agricultural Mortgage Corp","Financials",-0.1,-0.9
"4Q22","MDRX","Veradigm Inc","Health Care",-1,-0.9
"4Q22","ARNC","Arconic Corp (PITTSBURGH)","Materials",-0.9,-0.9
"4Q22","PGNY","Progyny Inc","Health Care",-0.8,-0.9
"4Q22","SMCI","Super Micro Computer Inc","Information Technology",-0.5,-0.9
"4Q22","H","Hyatt Hotels Corp","Consumer Discretionary",-1,-0.9
"4Q22","TTC","Toro Co","Industrials",-0.9,-0.9
"4Q22","CNHI","CNH Industrial NV","Industrials",-12.4,-0.9
"4Q22","ATVI","Activision Blizzard Inc","Communication Services",-7.3,-0.9
"4Q22","BMY","Bristol-Myers Squibb Co","Health Care",-20.1,-0.9
"4Q22","EGRX","Eagle Pharmaceuticals Inc","Health Care",-0.1,-0.8
"4Q22","CARE","Carter Bankshares Inc","Financials",-0.2,-0.8
"4Q22","ZYXI","Zynex Inc","Health Care",-0.3,-0.8
"4Q22","RMGC","RMG Acquisition Corp III","NULL",-0.5,-0.8
"4Q22","VRTV","Veritiv Corp","Industrials",-0.1,-0.8
"4Q22","DAR","Darling Ingredients Inc","Consumer Staples",-1.2,-0.8
"4Q22","STT","State Street Corp","Financials",-2.8,-0.8
"4Q22","IFF","International Flavors & Fragrances Inc","Materials",-2.1,-0.8
"4Q22","HAL","Halliburton Co","Energy",-7.4,-0.8
"4Q22","WMB","Williams Companies Inc","Energy",-10.1,-0.8
"4Q22","DXCM","Dexcom Inc","Health Care",-3.1,-0.8
"4Q22","MCK","Mckesson Corp","Health Care",-1.1,-0.8
"4Q22","TUP","Tupperware Brands Corp","Consumer Discretionary",-0.3,-0.7
"4Q22","TLYS","Tillys Inc","Consumer Discretionary",-0.2,-0.7
"4Q22","CASS","Cass Information Systems Inc","Financials",-0.1,-0.7
"4Q22","CMTL","Comtech Telecommunications Corp","Information Technology",-0.2,-0.7
"4Q22","FF","FutureFuel Corp","Materials",-0.3,-0.7
"4Q22","VAQC","Vector Acquisition Corp II","NULL",-0.4,-0.7
"4Q22","PDS","Precision Drilling Corp","Energy",-0.1,-0.7
"4Q22","NTGR","NETGEAR Inc","Information Technology",-0.2,-0.7
"4Q22","IAG","IAMGOLD Corp","Materials",-3.2,-0.7
"4Q22","IBP","Installed Building Products Inc","Consumer Discretionary",-0.2,-0.7
"4Q22","ODP","ODP Corp","Consumer Discretionary",-0.3,-0.7
"4Q22","PLXS","Plexus Corp","Information Technology",-0.2,-0.7
"4Q22","AXS","AXIS Capital Holdings Ltd","Financials",-0.6,-0.7
"4Q22","PII","Polaris Inc","Consumer Discretionary",-0.4,-0.7
"4Q22","RNR","Renaissancere Holdings Ltd","Financials",-0.3,-0.7
"4Q22","CS","Credit Suisse Group AG","Financials",-28.5,-0.7
"4Q22","SPOT","Spotify Technology SA","Communication Services",-1.4,-0.7
"4Q22","CI","Cigna Group","Health Care",-2.1,-0.7
"4Q22","GHL","Greenhill & Co Inc","Financials",-0.1,-0.6
"4Q22","VRA","Vera Bradley Inc","Consumer Discretionary",-0.2,-0.6
"4Q22","AAN","Aaron's Company Inc","Consumer Discretionary",-0.2,-0.6
"4Q22","CASA","Casa Systems Inc","Information Technology",-0.6,-0.6
"4Q22","HY","Hyster-Yale Materials Handling Inc","Industrials",-0.1,-0.6
"4Q22","THRY","Thryv Holdings Inc","Communication Services",-0.2,-0.6
"4Q22","EHAB","Enhabit Inc","Health Care",-0.3,-0.6
"4Q22","GES","Guess? Inc","Consumer Discretionary",-0.3,-0.6
"4Q22","AMAL","Amalgamated Bank","Financials",-0.2,-0.6
"4Q22","PGC","Peapack-Gladstone Financial Corp","Financials",-0.1,-0.6
"4Q22","AMWD","American Woodmark Corp","Industrials",-0.1,-0.6
"4Q22","CLS","Celestica Inc","Information Technology",-0.7,-0.6
"4Q22","RVNC","Revance Therapeutics Inc","Health Care",-0.5,-0.6
"4Q22","EPC","Edgewell Personal Care Co","Consumer Staples",-0.3,-0.6
"4Q22","ENR","Energizer Holdings Inc","Consumer Staples",-0.4,-0.6
"4Q22","R","Ryder System Inc","Industrials",-0.3,-0.6
"4Q22","MEDP","Medpace Holdings Inc","Health Care",-0.2,-0.6
"4Q22","BOKF","BOK Financial Corp","Financials",-0.4,-0.6
"4Q22","MUR","Murphy Oil Corp","Energy",-0.9,-0.6
"4Q22","HRB","H & R Block Inc","Consumer Discretionary",-1,-0.6
"4Q22","FLEX","Flex Ltd","Information Technology",-2.6,-0.6
"4Q22","DOX","Amdocs Ltd","Information Technology",-0.7,-0.6
"4Q22","DPZ","Domino's Pizza Inc","Consumer Discretionary",-0.2,-0.6
"4Q22","MGM","MGM Resorts International","Consumer Discretionary",-2.3,-0.6
"4Q22","ETSY","ETSY Inc","Consumer Discretionary",-0.7,-0.6
"4Q22","WAB","Westinghouse Air Brake Technologies Corp","Industrials",-1.1,-0.6
"4Q22","DHI","DR Horton Inc","Consumer Discretionary",-1.9,-0.6
"4Q22","TRV","Travelers Companies Inc","Financials",-1.4,-0.6
"4Q22","PKE","Park Aerospace Corp","Industrials",-0.1,-0.5
"4Q22","LOCO","El Pollo Loco Holdings Inc","Consumer Discretionary",-0.2,-0.5
"4Q22","SLAC","Social Leverage Acquisition Corp I","NULL",-0.2,-0.5
"4Q22","SMRT","SmartRent Inc","Information Technology",-1,-0.5
"4Q22","SMWB","Similarweb Ltd","Information Technology",-0.4,-0.5
"4Q22","LCA","Landcadia Holdings IV Inc","NULL",-0.3,-0.5
"4Q22","HLX","Helix Energy Solutions Group Inc","Energy",-0.8,-0.5
"4Q22","AFYA","Afya Ltd","Consumer Discretionary",-0.5,-0.5
"4Q22","HTLF","Heartland Financial USA Inc","Financials",-0.2,-0.5
"4Q22","SKIN","Beauty Health Co","Consumer Staples",-0.7,-0.5
"4Q22","FORG","ForgeRock Inc","Information Technology",-0.4,-0.5
"4Q22","STBA","S&T Bancorp Inc","Financials",-0.2,-0.5
"4Q22","GFF","Griffon Corp","Industrials",-0.3,-0.5
"4Q22","ROCC","Ranger Oil Corp","Energy",-0.2,-0.5
"4Q22","BDC","Belden Inc","Information Technology",-0.2,-0.5
"4Q22","NPO","EnPro Industries Inc","Industrials",-0.1,-0.5
"4Q22","SSRM","SSR Mining Inc","Materials",-1.1,-0.5
"4Q22","NVEI","Nuvei Corp","Financials",-0.7,-0.5
"4Q22","FLR","Fluor Corp","Industrials",-0.7,-0.5
"4Q22","VAL","Valaris Ltd","Energy",-0.4,-0.5
"4Q22","AA","Alcoa Corp","Materials",-0.8,-0.5
"4Q22","J","Jacobs Solutions Inc","Industrials",-0.6,-0.5
"4Q22","FANG","Diamondback Energy Inc","Energy",-0.9,-0.5
"4Q22","ORLY","O'Reilly Automotive Inc","Consumer Discretionary",-0.3,-0.5
"4Q22","GS","Goldman Sachs Group Inc","Financials",-1.6,-0.5
"4Q22","COP","Conocophillips","Energy",-6.8,-0.5
"4Q22","RDI","Reading International Inc","Communication Services",-0.1,-0.4
"4Q22","DHC","Diversified Healthcare Trust","Real Estate",-0.9,-0.4
"4Q22","VLD","Velo3D Inc","Industrials",-0.8,-0.4
"4Q22","CNXN","PC Connection Inc","Information Technology",-0.1,-0.4
"4Q22","PEBO","Peoples Bancorp Inc","Financials",-0.1,-0.4
"4Q22","SCSC","Scansource Inc","Information Technology",-0.1,-0.4
"4Q22","HCSG","Healthcare Services Group Inc","Industrials",-0.3,-0.4
"4Q22","WNC","Wabash National Corp","Industrials",-0.2,-0.4
"4Q22","TDW","Tidewater Inc","Energy",-0.2,-0.4
"4Q22","BHLB","Berkshire Hills Bancorp Inc","Financials",-0.2,-0.4
"4Q22","RNST","Renasant Corp","Financials",-0.2,-0.4
"4Q22","ENOV","Enovis Corp","Health Care",-0.2,-0.4
"4Q22","BOWL","Bowlero Corp","Consumer Discretionary",-0.6,-0.4
"4Q22","BCRX","BioCryst Pharmaceuticals Inc","Health Care",-0.8,-0.4
"4Q22","OFC","Corporate Office Properties Trust","Real Estate",-0.4,-0.4
"4Q22","BRC","Brady Corp","Industrials",-0.2,-0.4
"4Q22","VSCO","Victoria's Secret & Co","Consumer Discretionary",-0.3,-0.4
"4Q22","BCO","Brinks Co","Industrials",-0.2,-0.4
"4Q22","WIX","Wix.Com Ltd","Information Technology",-0.2,-0.4
"4Q22","ASB","Associated Banc-Corp","Financials",-0.6,-0.4
"4Q22","SRCL","Stericycle Inc","Industrials",-0.4,-0.4
"4Q22","KNSL","Kinsale Capital Group Inc","Financials",-0.1,-0.4
"4Q22","VRT","Vertiv Holdings Co","Industrials",-1.6,-0.4
"4Q22","BYD","Boyd Gaming Corp","Consumer Discretionary",-0.4,-0.4
"4Q22","MAT","Mattel Inc","Consumer Discretionary",-1.4,-0.4
"4Q22","CLF","Cleveland-Cliffs Inc","Materials",-1.9,-0.4
"4Q22","CNXC","Concentrix Corp","Industrials",-0.2,-0.4
"4Q22","ERJ","Embraer SA","Industrials",-3.3,-0.4
"4Q22","RGA","Reinsurance Group of America Inc","Financials",-0.3,-0.4
"4Q22","NI","NiSource Inc","Utilities",-1.6,-0.4
"4Q22","SNA","Snap-On Inc","Industrials",-0.2,-0.4
"4Q22","FICO","Fair Isaac Corp","Information Technology",-0.1,-0.4
"4Q22","HPE","Hewlett Packard Enterprise Co","Information Technology",-4.6,-0.4
"4Q22","FOXA","Fox Corp","Communication Services",-2.4,-0.4
"4Q22","PPL","PPL Corp","Utilities",-2.8,-0.4
"4Q22","GE","General Electric Co","Industrials",-4.1,-0.4
"4Q22","NFLX","Netflix Inc","Communication Services",-1.6,-0.4
"4Q22","ELV","Elevance Health Inc","Health Care",-0.9,-0.4
"4Q22","TMUS","T-Mobile US Inc","Communication Services",-4.9,-0.4
"4Q22","AAOI","Applied Optoelectronics Inc","Information Technology",-0.1,-0.3
"4Q22","CVGI","Commercial Vehicle Group Inc","Industrials",-0.1,-0.3
"4Q22","GLRE","Greenlight Capital Re Ltd","Financials",-0.1,-0.3
"4Q22","FSRX","Finserv Acquisition Corp II","NULL",-0.1,-0.3
"4Q22","RMR","RMR Group Inc","Real Estate",-0.1,-0.3
"4Q22","THR","Thermon Group Holdings Inc","Industrials",-0.1,-0.3
"4Q22","FRG","Franchise Group Inc","Consumer Discretionary",-0.1,-0.3
"4Q22","REVG","REV Group Inc","Industrials",-0.2,-0.3
"4Q22","BV","Brightview Holdings Inc","Industrials",-0.3,-0.3
"4Q22","QRTEA","Qurate Retail Inc","Consumer Discretionary",-1.3,-0.3
"4Q22","WEST","Westrock Coffee Co","Consumer Staples",-0.2,-0.3
"4Q22","ADEA","Adeia Inc","Information Technology",-0.3,-0.3
"4Q22","SBGI","Sinclair Broadcast Group Inc","Communication Services",-0.2,-0.3
"4Q22","OEC","Orion Engineered Carbons SA","Materials",-0.2,-0.3
"4Q22","STRL","Sterling Infrastructure Inc","Industrials",-0.1,-0.3
"4Q22","FIGS","Figs Inc","Health Care",-0.5,-0.3
"4Q22","SILK","Silk Road Medical Inc","Health Care",-0.1,-0.3
"4Q22","AEIS","Advanced Energy Industries Inc","Information Technology",-0.1,-0.3
"4Q22","RILY","B Riley Financial Inc","Financials",-0.1,-0.3
"4Q22","BANR","Banner Corp","Financials",-0.1,-0.3
"4Q22","JOE","St Joe Co","Real Estate",-0.2,-0.3
"4Q22","IBOC","International Bancshares Corp","Financials",-0.2,-0.3
"4Q22","AZEK","Azek Company Inc","Industrials",-0.4,-0.3
"4Q22","VAC","Marriott Vacations Worldwide Corp","Consumer Discretionary",-0.1,-0.3
"4Q22","PRI","Primerica Inc","Financials",-0.1,-0.3
"4Q22","TXG","10X Genomics Inc","Health Care",-0.3,-0.3
"4Q22","TEX","Terex Corp","Industrials",-0.2,-0.3
"4Q22","CMC","Commercial Metals Co","Materials",-0.3,-0.3
"4Q22","IAC","IAC Inc","Communication Services",-0.3,-0.3
"4Q22","ESI","Element Solutions Inc","Materials",-0.7,-0.3
"4Q22","ACT","Enact Holdings Inc","Financials",-0.5,-0.3
"4Q22","BHF","Brighthouse Financial Inc","Financials",-0.2,-0.3
"4Q22","PENN","PENN Entertainment Inc","Consumer Discretionary",-0.4,-0.3
"4Q22","PRGO","Perrigo Company PLC","Health Care",-0.4,-0.3
"4Q22","GH","Guardant Health Inc","Health Care",-0.3,-0.3
"4Q22","NVST","Envista Holdings Corp","Health Care",-0.5,-0.3
"4Q22","AXTA","Axalta Coating Systems Ltd","Materials",-0.7,-0.3
"4Q22","GIL","Gildan Activewear Inc","Consumer Discretionary",-0.6,-0.3
"4Q22","ORI","Old Republic International Corp","Financials",-0.8,-0.3
"4Q22","NVT","nVent Electric PLC","Industrials",-0.5,-0.3
"4Q22","SKX","Skechers USA Inc","Consumer Discretionary",-0.5,-0.3
"4Q22","VOYA","Voya Financial Inc","Financials",-0.3,-0.3
"4Q22","OLN","Olin Corp","Materials",-0.4,-0.3
"4Q22","UNM","Unum Group","Financials",-0.5,-0.3
"4Q22","GGB","Gerdau SA","Materials",-5.4,-0.3
"4Q22","TAP","Molson Coors Beverage Co","Consumer Staples",-0.6,-0.3
"4Q22","ARMK","Aramark","Consumer Discretionary",-0.9,-0.3
"4Q22","AZPN","Aspen Technology Inc","Information Technology",-0.2,-0.3
"4Q22","STE","STERIS plc","Health Care",-0.3,-0.3
"4Q22","PINS","Pinterest Inc","Communication Services",-1.9,-0.3
"4Q22","WRB","W R Berkley Corp","Financials",-0.7,-0.3
"4Q22","TCOM","Trip.com Group Ltd","Consumer Discretionary",-2,-0.3
"4Q22","MRO","Marathon Oil Corp","Energy",-2,-0.3
"4Q22","PODD","Insulet Corp","Health Care",-0.2,-0.3
"4Q22","PCAR","Paccar Inc","Industrials",-1,-0.3
"4Q22","CAH","Cardinal Health Inc","Health Care",-0.9,-0.3
"4Q22","ALL","Allstate Corp","Financials",-0.7,-0.3
"4Q22","LVS","Las Vegas Sands Corp","Consumer Discretionary",-2.1,-0.3
"4Q22","JCI","Johnson Controls International PLC","Industrials",-1.8,-0.3
"4Q22","KKR","KKR & Co Inc","Financials",-2.8,-0.3
"4Q22","SNOW","Snowflake Inc.","Information Technology",-1.1,-0.3
"4Q22","MET","MetLife Inc","Financials",-2.7,-0.3
"4Q22","VRTX","Vertex Pharmaceuticals Inc","Health Care",-0.8,-0.3
"4Q22","AXP","American Express Co","Financials",-2,-0.3
"4Q22","GAN","Gan Ltd","Consumer Discretionary",-0.1,-0.2
"4Q22","ITI","Iteris Inc","Information Technology",-0.1,-0.2
"4Q22","GLDD","Great Lakes Dredge & Dock Corp","Industrials",-0.1,-0.2
"4Q22","HCAT","Health Catalyst Inc","Health Care",-0.1,-0.2
"4Q22","GTHX","G1 Therapeutics Inc","Health Care",-0.1,-0.2
"4Q22","CLB","Core Laboratories NV","Energy",-0.1,-0.2
"4Q22","EVC","Entravision Communications Corp","Communication Services",-0.2,-0.2
"4Q22","VREX","Varex Imaging Corp","Health Care",-0.1,-0.2
"4Q22","FFWM","First Foundation Inc","Financials",-0.1,-0.2
"4Q22","WTI","W&T Offshore Inc","Energy",-0.3,-0.2
"4Q22","ADV","Advantage Solutions Inc","Communication Services",-0.8,-0.2
"4Q22","SG","Sweetgreen Inc","Consumer Discretionary",-0.2,-0.2
"4Q22","EMBC","Embecta Corp","Health Care",-0.1,-0.2
"4Q22","HOLI","Hollysys Automation Technologies Ltd","Information Technology",-0.1,-0.2
"4Q22","MOD","Modine Manufacturing Co","Consumer Discretionary",-0.1,-0.2
"4Q22","KTB","Kontoor Brands Inc","Consumer Discretionary",-0.1,-0.2
"4Q22","KFY","Korn Ferry","Industrials",-0.1,-0.2
"4Q22","CMP","Compass Minerals International Inc","Materials",-0.1,-0.2
"4Q22","CPRX","Catalyst Pharmaceuticals Inc","Health Care",-0.2,-0.2
"4Q22","DH","Definitive Healthcare Corp","Health Care",-0.2,-0.2
"4Q22","HAIN","Hain Celestial Group Inc","Consumer Staples",-0.2,-0.2
"4Q22","FNCH","Finch Therapeutics Group Inc","Health Care",-0.1,-0.2
"4Q22","XPRO","Expro Group Holdings NV","Energy",-0.2,-0.2
"4Q22","HCC","Warrior Met Coal Inc","Materials",-0.1,-0.2
"4Q22","INT","World Fuel Services Corp","Energy",-0.1,-0.2
"4Q22","JAMF","Jamf Holding Corp","Information Technology",-0.2,-0.2
"4Q22","BFAM","Bright Horizons Family Solutions Inc","Consumer Discretionary",-0.1,-0.2
"4Q22","NTB","Bank of N T Butterfield & Son Ltd","Financials",-0.1,-0.2
"4Q22","CPA","Copa Holdings SA","Industrials",-0.1,-0.2
"4Q22","FUL","H.B. Fuller Company","Materials",-0.1,-0.2
"4Q22","SPB","Spectrum Brands Holdings Inc","Consumer Staples",-0.1,-0.2
"4Q22","GMS","GMS Inc","Industrials",-0.1,-0.2
"4Q22","WNS","WNS (Holdings) Ltd","Industrials",-0.1,-0.2
"4Q22","CNS","Cohen & Steers Inc","Financials",-0.1,-0.2
"4Q22","DAVA","Endava PLC","Information Technology",-0.1,-0.2
"4Q22","GNW","Genworth Financial Inc","Financials",-1,-0.2
"4Q22","DEN","Denbury Inc","Energy",-0.1,-0.2
"4Q22","FULT","Fulton Financial Corp","Financials",-0.3,-0.2
"4Q22","MMSI","Merit Medical Systems Inc","Health Care",-0.1,-0.2
"4Q22","MLI","Mueller Industries Inc","Industrials",-0.1,-0.2
"4Q22","AXNX","Axonics Inc","Health Care",-0.1,-0.2
"4Q22","MSM","MSC Industrial Direct Co Inc","Industrials",-0.1,-0.2
"4Q22","MRCY","Mercury Systems Inc","Industrials",-0.1,-0.2
"4Q22","EEFT","Euronet Worldwide Inc","Financials",-0.1,-0.2
"4Q22","ARWR","Arrowhead Pharmaceuticals Inc","Health Care",-0.2,-0.2
"4Q22","WSFS","WSFS Financial Corp","Financials",-0.1,-0.2
"4Q22","FL","Foot Locker Inc","Consumer Discretionary",-0.2,-0.2
"4Q22","CWAN","Clearwater Analytics Holdings Inc","Information Technology",-0.4,-0.2
"4Q22","INGR","Ingredion Inc","Consumer Staples",-0.1,-0.2
"4Q22","SEAS","SeaWorld Entertainment Inc","Consumer Discretionary",-0.1,-0.2
"4Q22","FAF","First American Financial Corp","Financials",-0.2,-0.2
"4Q22","RRR","Red Rock Resorts Inc","Consumer Discretionary",-0.2,-0.2
"4Q22","LYFT","Lyft Inc","Industrials",-0.7,-0.2
"4Q22","X","United States Steel Corp","Materials",-0.4,-0.2
"4Q22","GWRE","Guidewire Software Inc","Information Technology",-0.2,-0.2
"4Q22","ATKR","Atkore Inc","Industrials",-0.1,-0.2
"4Q22","GNTX","Gentex Corp","Consumer Discretionary",-0.4,-0.2
"4Q22","HAE","Haemonetics Corp","Health Care",-0.1,-0.2
"4Q22","HII","Huntington Ingalls Industries Inc","Industrials",-0.1,-0.2
"4Q22","JEF","Jefferies Financial Group Inc","Financials",-0.4,-0.2
"4Q22","COLD","Americold Realty Trust Inc","Real Estate",-0.5,-0.2
"4Q22","ADC","Agree Realty Corp","Real Estate",-0.2,-0.2
"4Q22","RRC","Range Resources Corp","Energy",-0.6,-0.2
"4Q22","HUBS","HubSpot Inc","Information Technology",-0.1,-0.2
"4Q22","GLOB","Globant SA","Information Technology",-0.1,-0.2
"4Q22","AEG","Aegon NV","Financials",-3.9,-0.2
"4Q22","RCL","Royal Caribbean Cruises Ltd","Consumer Discretionary",-0.4,-0.2
"4Q22","ACM","AECOM","Industrials",-0.3,-0.2
"4Q22","ZI","ZoomInfo Technologies Inc","Communication Services",-0.7,-0.2
"4Q22","TDY","Teledyne Technologies Inc","Information Technology",-0.1,-0.2
"4Q22","WMG","Warner Music Group Corp","Communication Services",-1.1,-0.2
"4Q22","BMRN","Biomarin Pharmaceutical Inc","Health Care",-0.3,-0.2
"4Q22","BAP","Credicorp Ltd","Financials",-0.2,-0.2
"4Q22","ARGX","argenx SE","Health Care",-0.1,-0.2
"4Q22","RJF","Raymond James Financial Inc","Financials",-0.5,-0.2
"4Q22","CARR","Carrier Global Corp","Industrials",-1.3,-0.2
"4Q22","HPQ","HP Inc","Information Technology",-1.9,-0.2
"4Q22","ALNY","Alnylam Pharmaceuticals Inc","Health Care",-0.3,-0.2
"4Q22","ZBH","Zimmer Biomet Holdings Inc","Health Care",-0.5,-0.2
"4Q22","RIVN","Rivian Automotive Inc","Consumer Discretionary",-2.2,-0.2
"4Q22","CEG","Constellation Energy Corp","Utilities",-0.8,-0.2
"4Q22","SYY","Sysco Corp","Consumer Staples",-0.9,-0.2
"4Q22","CTSH","Cognizant Technology Solutions Corp","Information Technology",-1.2,-0.2
"4Q22","APD","Air Products and Chemicals Inc","Materials",-0.4,-0.2
"4Q22","DG","Dollar General Corp","Consumer Staples",-0.5,-0.2
"4Q22","OXY","Occidental Petroleum Corp","Energy",-1.7,-0.2
"4Q22","REGN","Regeneron Pharmaceuticals Inc","Health Care",-0.2,-0.2
"4Q22","AMAT","Applied Materials Inc","Information Technology",-1.5,-0.2
"4Q22","GILD","Gilead Sciences Inc","Health Care",-1.9,-0.2
"4Q22","EOG","EOG Resources Inc","Energy",-1.2,-0.2
"4Q22","AMT","American Tower Corp","Real Estate",-0.9,-0.2
"4Q22","JD","JD.Com Inc","Consumer Discretionary",-5.2,-0.2
"4Q22","DE","Deere & Co","Industrials",-0.7,-0.2
"4Q22","SCHW","Charles Schwab Corp","Financials",-3.6,-0.2
"4Q22","ORCL","Oracle Corp","Information Technology",-5.8,-0.2
"4Q22","XOM","Exxon Mobil Corp","Energy",-7.7,-0.2
"4Q22","TSM","Taiwan Semiconductor Manufacturing Co Ltd","Information Technology",-51.1,-0.2
"4Q22","BZUN","Baozun Inc","Consumer Discretionary",-0.1,-0.1
"4Q22","DSX","Diana Shipping Inc","Industrials",-0.1,-0.1
"4Q22","GROV","Grove Collaborative Holdings Inc","Consumer Discretionary",-0.2,-0.1
"4Q22","CTV","Innovid Corp","Communication Services",-0.1,-0.1
"4Q22","GPRO","GoPro Inc","Consumer Discretionary",-0.1,-0.1
"4Q22","MXCT","MaxCyte Inc","Health Care",-0.1,-0.1
"4Q22","DVAX","Dynavax Technologies Corp","Health Care",-0.1,-0.1
"4Q22","MRC","MRC Global Inc","Industrials",-0.1,-0.1
"4Q22","RBBN","Ribbon Communications Inc","Information Technology",-0.2,-0.1
"4Q22","SIGA","SIGA Technologies Inc","Health Care",-0.1,-0.1
"4Q22","SSP","E W Scripps Co","Communication Services",-0.1,-0.1
"4Q22","SWI","SolarWinds Corp","Information Technology",-0.1,-0.1
"4Q22","MD","Pediatrix Medical Group Inc","Health Care",-0.1,-0.1
"4Q22","UPST","Upstart Holdings Inc","Financials",-0.1,-0.1
"4Q22","ACVA","ACV Auctions Inc","Industrials",-0.1,-0.1
"4Q22","TDS","Telephone and Data Systems Inc","Communication Services",-0.1,-0.1
"4Q22","ALHC","Alignment Healthcare Inc","Health Care",-0.1,-0.1
"4Q22","HBI","HanesBrands Inc","Consumer Discretionary",-0.2,-0.1
"4Q22","GOGL","Golden Ocean Group Ltd","Industrials",-0.2,-0.1
"4Q22","WRBY","Warby Parker Inc","Consumer Discretionary",-0.1,-0.1
"4Q22","ALKT","Alkami Technology Inc","Information Technology",-0.1,-0.1
"4Q22","VSH","Vishay Intertechnology Inc","Information Technology",-0.1,-0.1
"4Q22","PDCO","Patterson Companies Inc","Health Care",-0.1,-0.1
"4Q22","RKLB","Rocket Lab USA Inc","Industrials",-0.4,-0.1
"4Q22","UTZ","UTZ Brands Inc","Consumer Staples",-0.1,-0.1
"4Q22","VRNS","Varonis Systems Inc","Information Technology",-0.1,-0.1
"4Q22","SDGR","Schrodinger Inc","Health Care",-0.1,-0.1
"4Q22","TTMI","TTM Technologies Inc","Information Technology",-0.1,-0.1
"4Q22","SAVE","Spirit Airlines Inc","Industrials",-0.1,-0.1
"4Q22","STGW","Stagwell Inc","Communication Services",-0.3,-0.1
"4Q22","AZUL","Azul SA","Industrials",-0.3,-0.1
"4Q22","FOUR","Shift4 Payments Inc","Financials",-0.1,-0.1
"4Q22","INMD","Inmode Ltd","Health Care",-0.1,-0.1
"4Q22","CHX","ChampionX Corp","Energy",-0.1,-0.1
"4Q22","JXN","Jackson Financial Inc","Financials",-0.1,-0.1
"4Q22","SNDR","Schneider National Inc","Industrials",-0.1,-0.1
"4Q22","RUM","Rumble Inc","Communication Services",-0.3,-0.1
"4Q22","BRP","BRP Group Inc","Financials",-0.1,-0.1
"4Q22","IRDM","Iridium Communications Inc","Communication Services",-0.1,-0.1
"4Q22","STNE","StoneCo Ltd","Financials",-0.3,-0.1
"4Q22","DNUT","Krispy Kreme Inc","Consumer Discretionary",-0.2,-0.1
"4Q22","PNM","PNM Resources Inc","Utilities",-0.1,-0.1
"4Q22","AMBP","Ardagh Metal Packaging SA","Materials",-0.7,-0.1
"4Q22","HP","Helmerich and Payne Inc","Energy",-0.1,-0.1
"4Q22","ELS","Equity LifeStyle Properties Inc","Real Estate",-0.1,-0.1
"4Q22","AGI","Alamos Gold Inc","Materials",-0.4,-0.1
"4Q22","CDAY","Ceridian HCM Holding Inc","Industrials",-0.1,-0.1
"4Q22","HR","Healthcare Realty Trust Inc","Real Estate",-0.2,-0.1
"4Q22","SF","Stifel Financial Corp","Financials",-0.1,-0.1
"4Q22","WBS","Webster Financial Corp","Financials",-0.1,-0.1
"4Q22","ENTG","Entegris Inc","Information Technology",-0.1,-0.1
"4Q22","WHD","Cactus Inc","Energy",-0.1,-0.1
"4Q22","ASO","Academy Sports and Outdoors Inc","Consumer Discretionary",-0.1,-0.1
"4Q22","AVT","Avnet Inc","Information Technology",-0.1,-0.1
"4Q22","BWXT","BWX Technologies Inc","Industrials",-0.1,-0.1
"4Q22","IGT","International Game Technology PLC","Consumer Discretionary",-0.2,-0.1
"4Q22","DLO","Dlocal Ltd","Financials",-0.3,-0.1
"4Q22","CF","CF Industries Holdings Inc","Materials",-0.1,-0.1
"4Q22","PHG","Koninklijke Philips NV","Health Care",-0.5,-0.1
"4Q22","CE","Celanese Corp","Materials",-0.1,-0.1
"4Q22","PKX","Posco Holdings Inc","Materials",-0.1,-0.1
"4Q22","BWA","Borgwarner Inc","Consumer Discretionary",-0.2,-0.1
"4Q22","HWC","Hancock Whitney Corp","Financials",-0.1,-0.1
"4Q22","SJM","J M Smucker Co","Consumer Staples",-0.1,-0.1
"4Q22","EQH","Equitable Holdings Inc","Financials",-0.3,-0.1
"4Q22","DNB","Dun & Bradstreet Holdings Inc","Industrials",-0.6,-0.1
"4Q22","FNV","Franco-Nevada Corp","Materials",-0.1,-0.1
"4Q22","XP","XP Inc","Financials",-0.5,-0.1
"4Q22","BLDR","Builders FirstSource Inc","Industrials",-0.1,-0.1
"4Q22","FOX","Fox Corp","Communication Services",-0.3,-0.1
"4Q22","MDU","MDU Resources Group Inc","Industrials",-0.3,-0.1
"4Q22","MOS","Mosaic Co","Materials",-0.2,-0.1
"4Q22","NWSA","News Corp","Communication Services",-0.5,-0.1
"4Q22","L","Loews Corp","Financials",-0.2,-0.1
"4Q22","VEEV","Veeva Systems Inc","Health Care",-0.1,-0.1
"4Q22","PNW","Pinnacle West Capital Corp","Utilities",-0.1,-0.1
"4Q22","JBHT","J B Hunt Transport Services Inc","Industrials",-0.1,-0.1
"4Q22","EFX","Equifax Inc","Industrials",-0.1,-0.1
"4Q22","LBTYK","Liberty Global PLC","Communication Services",-0.6,-0.1
"4Q22","IPG","Interpublic Group of Companies Inc","Communication Services",-0.4,-0.1
"4Q22","PWR","Quanta Services Inc","Industrials",-0.1,-0.1
